#SUBMITTED ID	SYMBOL
FBgn0051872	CG31872
FBgn0086694	Bre1
FBgn0265101	Sgt1
FBgn0037879	scpr-C
FBgn0051267	CG31267
FBgn0031637	mxt
FBgn0035769	CTCF
FBgn0036198	crim
FBgn0033428	Urod
FBgn0027556	CG4928
FBgn0262872	milt
FBgn0050090	CG30090
FBgn0030049	Trf4-1
FBgn0038930	BomT3
FBgn0265632	CG44439
FBgn0031522	CG3285
FBgn0030181	CG12645
FBgn0052409	CG32409
FBgn0051646	DIP-theta
FBgn0261703	gce
FBgn0039869	CG1890
FBgn0050277	Oatp58Da
FBgn0026085	dgt4
FBgn0265185	CG44250
FBgn0037065	CG12974
FBgn0034663	CG4363
FBgn0002593	RpLP1
FBgn0082582	tmod
FBgn0034577	cpa
FBgn0035600	Cyt-c1
FBgn0034317	CG14499
FBgn0038080	CG12279
FBgn0004855	Polr2I
FBgn0038700	CG3734
FBgn0031002	CG14196
FBgn0031420	Atxn7
FBgn0038377	CG9632
FBgn0038655	CG14297
FBgn0030893	RhoGAP16F
FBgn0054033	CG34033
FBgn0036687	CG6652
FBgn0259748	CG42397
FBgn0250755	CG42233
FBgn0036528	CG7579
FBgn0013762	Cdk5
FBgn0032265	CG18301
FBgn0036205	CG14131
FBgn0035294	Mfap1
FBgn0030989	Inx5
FBgn0028980	tant
FBgn0003942	RpS27A
FBgn0003512	Sry-delta
FBgn0051973	Cda5
FBgn0039509	bigmax
FBgn0025839	ND-B14.5A
FBgn0051076	CG31076
FBgn0053519	Unc-89
FBgn0262843	CG43207
FBgn0038484	CG5246
FBgn0039337	MED28
FBgn0036697	rogdi
FBgn0031305	Iris
FBgn0003360	sesB
FBgn0003964	usp
FBgn0031971	Sirup
FBgn0259143	CG42258
FBgn0031078	Nup205
FBgn0039472	CG17192
FBgn0010263	Rbp9
FBgn0034563	CG15649
FBgn0024841	Pcd
FBgn0028543	NimB2
FBgn0052119	CG32119
FBgn0024509	Sec13
FBgn0031176	whe
FBgn0034870	CG13559
FBgn0031157	CG1503
FBgn0015268	Nap1
FBgn0031313	CG5080
FBgn0051547	NKCC
FBgn0031478	CG8814
FBgn0035495	CG14989
FBgn0010100	mAcon1
FBgn0038571	CG7215
FBgn0051950	Sbat
FBgn0020305	dbe
FBgn0032271	CG7329
FBgn0004362	HmgD
FBgn0033861	CG12464
FBgn0038450	CG17560
FBgn0260456	CG4806
FBgn0010333	Rac1
FBgn0035817	CG7409
FBgn0038128	Ravus
FBgn0263046	CG43341
FBgn0038972	CG7054
FBgn0031022	CG12204
FBgn0031395	CG10874
FBgn0051086	CG31086
FBgn0052823	Sdic3
FBgn0032858	CG10949
FBgn0051055	CG31055
FBgn0030502	tth
FBgn0037482	CG10055
FBgn0037312	CG11999
FBgn0034945	CG10904
FBgn0030063	CG1789
FBgn0262006	CG42824
FBgn0263326	CG43407
FBgn0051997	CG31997
FBgn0035753	RpL18
FBgn0261534	l(2)34Fc
FBgn0003607	Su(var)205
FBgn0004868	Gdi
FBgn0002525	Lam
FBgn0039620	wat
FBgn0003301	rut
FBgn0038376	Hmt-1
FBgn0262999	CG43307
FBgn0028504	CG12182
FBgn0015663	Ugt36A1
FBgn0283439	CG46281
FBgn0030648	CG6340
FBgn0264377	CG43829
FBgn0039664	CG2006
FBgn0000527	e
FBgn0031432	Cyp309a1
FBgn0028926	NC2beta
FBgn0287825	Vha44
FBgn0038290	CG6912
FBgn0032040	CG13386
FBgn0033638	atos
FBgn0031777	CG9154
FBgn0029093	cathD
FBgn0031692	TpnC25D
FBgn0041180	Tep4
FBgn0283432	SdicA
FBgn0032701	CG10341
FBgn0030218	CG1628
FBgn0051072	Lerp
FBgn0034643	CG10321
FBgn0002924	ncd
FBgn0039402	Vps2
FBgn0039226	Ude
FBgn0030010	CG10959
FBgn0029753	CG4198
FBgn0262621	CG43145
FBgn0051413	Qsox4
FBgn0266518	Dpit47
FBgn0040364	CG11378
FBgn0264750	CG44008
FBgn0035501	CG1299
FBgn0053497	Sdic2
FBgn0033999	CG8093
FBgn0264907	CG44098
FBgn0040394	CG16903
FBgn0051712	CG31712
FBgn0266569	CG42259
FBgn0036406	CG13484
FBgn0027378	MRG15
FBgn0265784	CrebB
FBgn0029709	CHOp24
FBgn0039081	Irk2
FBgn0035356	CG16986
FBgn0011746	ana
FBgn0000542	ec
FBgn0001092	Gapdh2
FBgn0288686	betaTub60D
FBgn0260755	CG42553
FBgn0040342	CG3706
FBgn0030283	CG15198
FBgn0030065	CG12075
FBgn0264087	Slob
FBgn0266084	Fhos
FBgn0029804	CG3097
FBgn0041150	hoe1
FBgn0040696	CG18675
FBgn0039857	RpL6
FBgn0013263	Trl
FBgn0039024	Nepl15
FBgn0085455	CG34426
FBgn0033934	CG17385
FBgn0040077	primo-1
FBgn0024364	CG11417
FBgn0015379	dod
FBgn0038319	mRpL9
FBgn0034085	Ptp52F
FBgn0039581	Moca-cyp
FBgn0024986	CG3719
FBgn0259974	Sfp84E
FBgn0039102	SPE
FBgn0025725	alphaCOP
FBgn0263072	CG43347
FBgn0286222	Fum1
FBgn0036211	CG5946
FBgn0016070	smg
FBgn0034198	CG11400
FBgn0015034	Cyp4e1
FBgn0033081	geminin
FBgn0051439	Muc96D
FBgn0041630	Hexo1
FBgn0261933	SmD1
FBgn0038037	Cyp9f2
FBgn0036824	CG3902
FBgn0029531	CG13362
FBgn0265991	Zasp52
FBgn0031940	CG7214
FBgn0030738	CG9915
FBgn0085306	CG34277
FBgn0031607	Secp43
FBgn0262787	CG43168
FBgn0032796	cyst
FBgn0027570	Nep2
FBgn0050197	CG30197
FBgn0039544	CG12877
FBgn0040736	BomS3
FBgn0033960	CG10151
FBgn0036846	MESR6
FBgn0025837	CG17636
FBgn0025814	Mgstl
FBgn0031560	CG16713
FBgn0029763	Usp16-45
FBgn0032382	Mal-B2
FBgn0033750	CG13151
FBgn0010278	Ssrp
FBgn0031450	Hrs
FBgn0002772	Mlc1
FBgn0038360	CG9590
FBgn0028520	CG4891
FBgn0265266	CG13639
FBgn0024188	san
FBgn0034432	CG7461
FBgn0031670	SelT
FBgn0034140	Lst
FBgn0030756	CG9903
FBgn0037213	CG12581
FBgn0034920	CG5597
FBgn0032864	CG2493
FBgn0010602	lwr
FBgn0039831	CG12054
FBgn0033691	CG8860
FBgn0034021	CG8180
FBgn0034850	CG9875
FBgn0020907	Scp2
FBgn0025777	homer
FBgn0028872	CG18095
FBgn0032150	CG13123
FBgn0027585	CG8740
FBgn0030050	CG12111
FBgn0259918	inaF-B
FBgn0039376	CG14354
FBgn0030503	Tango2
FBgn0034923	Upf3
FBgn0015010	Ag5r
FBgn0043456	Ndf
FBgn0030082	HP1b
FBgn0004811	fs(2)ltoPP43
FBgn0033628	CG13203
FBgn0031896	CG4502
FBgn0040729	CG15126
FBgn0032709	CG15167
FBgn0033366	Ance-4
FBgn0037714	CG9396
FBgn0038909	CG6569
FBgn0038583	CG7183
FBgn0042627	FASN2
FBgn0030240	CG2202
FBgn0036222	SdhAL
FBgn0002783	mor
FBgn0026533	Dek
FBgn0262533	CR43087
FBgn0038173	Adgf-C
FBgn0003890	betaTub97EF
FBgn0051211	CG31211
FBgn0261931	Hecw
FBgn0054039	CG34039
FBgn0023175	Prosalpha7
FBgn0039755	CG15531
FBgn0031126	Cyp6v1
FBgn0010408	RpS9
FBgn0023458	Rbcn-3A
FBgn0262114	RanBPM
FBgn0031315	CG14341
FBgn0033210	U2A
FBgn0017581	Lk6
FBgn0034599	hng1
FBgn0039797	eIF4H2
FBgn0034500	CG11200
FBgn0250862	CG42237
FBgn0030915	CG6179
FBgn0030266	CG11122
FBgn0263510	nclb
FBgn0040687	CG14645
FBgn0037721	CG9427
FBgn0034293	CG14495
FBgn0036093	CG14154
FBgn0032640	Sgt
FBgn0025776	ind
FBgn0032170	CG4658
FBgn0267385	PyK
FBgn0010078	RpL23
FBgn0010621	CCT5
FBgn0030508	CG15760
FBgn0037026	CG3634
FBgn0039733	CG11504
FBgn0030350	SelG
FBgn0033873	CG6337
FBgn0050269	CG30269
FBgn0052440	CG32440
FBgn0037513	pyd3
FBgn0031643	CG3008
FBgn0038869	Smyd5
FBgn0015371	chn
FBgn0037565	CG9626
FBgn0029762	NAAT1
FBgn0283494	Ak2
FBgn0025739	pon
FBgn0285949	RpL31
FBgn0028686	Rpt3
FBgn0031730	CG7236
FBgn0085489	CG34460
FBgn0031689	Cyp28d1
FBgn0037504	CG1142
FBgn0026713	Prp16
FBgn0011787	mRpL12
FBgn0032315	CG14069
FBgn0036847	CNPYb
FBgn0034768	Obp58b
FBgn0264552	CG43931
FBgn0031312	Tango14
FBgn0061198	HSPC300
FBgn0036671	CG9951
FBgn0015625	CycB3
FBgn0039712	CG15514
FBgn0004167	kst
FBgn0262484	CG43074
FBgn0046113	GluRIIC
FBgn0031776	Pfdn1
FBgn0036372	Abp1
FBgn0038472	CG3995
FBgn0039204	CG6607
FBgn0039116	CG10375
FBgn0038294	Mf
FBgn0043471	kappaTry
FBgn0085192	CG34163
FBgn0052072	Elo68alpha
FBgn0051522	CG31522
FBgn0010352	Ogdh
FBgn0030703	MSBP
FBgn0037980	DCAF12
FBgn0036834	CG6836
FBgn0035357	MEP-1
FBgn0032884	Pomp
FBgn0259749	mmy
FBgn0036367	CG10116
FBgn0030243	CG2186
FBgn0001218	Hsc70-3
FBgn0004403	RpS14a
FBgn0016691	ATPsynO
FBgn0259963	Sfp33A2
FBgn0038407	CG6126
FBgn0033753	Cyp301a1
FBgn0031317	Charon
FBgn0263829	CG34334
FBgn0010422	TfIIS
FBgn0030474	CG15747
FBgn0051265	CG31265
FBgn0052528	parvin
FBgn0014396	tim
FBgn0032430	Trm1
FBgn0031589	Naprt
FBgn0004924	Top1
FBgn0283471	wupA
FBgn0034709	Swim
FBgn0031638	CG11927
FBgn0003660	Syb
FBgn0051016	CG31016
FBgn0267709	CG46042
FBgn0029589	CG14810
FBgn0004893	bowl
FBgn0034318	CG14500
FBgn0035985	Cpr67B
FBgn0263993	CG43736
FBgn0039470	CG6296
FBgn0037822	CG14683
FBgn0287589	CG46459
FBgn0037573	CG7483
FBgn0050342	Prp38
FBgn0052100	CG32100
FBgn0029887	CG3198
FBgn0033663	ERp60
FBgn0032913	CG9259
FBgn0261568	CG42682
FBgn0039626	Slu7
FBgn0011289	TfIIA-L
FBgn0039321	CG10550
FBgn0038788	Sirt2
FBgn0034638	CG10433
FBgn0033047	CG7882
FBgn0033504	CAP
FBgn0000394	cv
FBgn0035444	CG12012
FBgn0032925	CG9246
FBgn0004369	Ptp99A
FBgn0023530	CG3740
FBgn0035321	CG1275
FBgn0031258	CG4297
FBgn0024251	bbx
FBgn0010313	corto
FBgn0005626	ple
FBgn0032078	C1GalTA
FBgn0052813	CG32813
FBgn0260233	CG42507
FBgn0037672	sage
FBgn0029594	Coa8
FBgn0262869	Gfrl
FBgn0053181	CG33181
FBgn0287209	Gfat1
FBgn0020255	Ran
FBgn0038143	CG9813
FBgn0259994	OtopLa
FBgn0036527	CG7304
FBgn0023095	caps
FBgn0039713	RpS8
FBgn0033104	CG15237
FBgn0027657	glob1
FBgn0263080	CG43348
FBgn0036734	CG7564
FBgn0029941	CG1677
FBgn0029897	RpL17
FBgn0040078	pont
FBgn0263256	CG43394
FBgn0037688	CG9356
FBgn0028695	Rpn1
FBgn0035334	CG8993
FBgn0003390	shf
FBgn0033836	CG18278
FBgn0051609	CG31609
FBgn0023537	CG17896
FBgn0261592	RpS6
FBgn0028944	Semp1
FBgn0000244	by
FBgn0034422	CG7137
FBgn0033942	Cpr51A
FBgn0033423	Alp6
FBgn0034899	CG13560
FBgn0010434	cora
FBgn0020300	geko
FBgn0085248	CG34219
FBgn0034736	gas
FBgn0250869	CG42240
FBgn0036236	CG6931
FBgn0051106	CG31106
FBgn0024191	sip1
FBgn0030608	Lsd-2
FBgn0025681	CG3558
FBgn0031059	CG14229
FBgn0034628	Acox57D-p
FBgn0030518	CG11134
FBgn0033845	mars
FBgn0003861	trp
FBgn0038767	trem
FBgn0030993	Mec2
FBgn0028837	CSN6
FBgn0010391	SrpRalpha
FBgn0004655	wapl
FBgn0004895	FoxL1
FBgn0002736	mago
FBgn0027616	Ythdc1
FBgn0283509	Phm
FBgn0051515	CG31515
FBgn0003206	Ras64B
FBgn0038723	CG6195
FBgn0030277	CG1394
FBgn0011661	Moe
FBgn0040075	rept
FBgn0025615	Torsin
FBgn0031034	CG14205
FBgn0032287	CG6415
FBgn0036609	CG13039
FBgn0035538	DopEcR
FBgn0283427	FASN1
FBgn0037255	Fip1
FBgn0037765	CG9458
FBgn0031992	Acbp1
FBgn0026879	CG13364
FBgn0039048	CG17111
FBgn0032253	LManI
FBgn0030529	Clic
FBgn0015766	Msr-110
FBgn0036257	RhoGAP68F
FBgn0031356	CG17660
FBgn0250785	vari
FBgn0040104	lectin-24A
FBgn0034420	CG10737
FBgn0033951	CG10139
FBgn0028421	Kap3
FBgn0015001	iotaTry
FBgn0034242	CG14480
FBgn0259111	Ndae1
FBgn0039212	Syx18
FBgn0022224	ubl
FBgn0053470	BaraA1
FBgn0040636	CG13255
FBgn0028965	CG9933
FBgn0031908	CG5177
FBgn0020414	Idgf3
FBgn0031945	CG7191
FBgn0032779	Alp12
FBgn0037442	gzl
FBgn0003744	trc
FBgn0028546	ics
FBgn0003091	Pkc53E
FBgn0038916	dnd
FBgn0039654	Brd8
FBgn0035483	Mul1
FBgn0038811	Pus1
FBgn0039773	CG2224
FBgn0032101	CG9586
FBgn0030982	CG7423
FBgn0034329	BomS1
FBgn0039749	CG11498
FBgn0035917	Zasp66
FBgn0086912	mbm
FBgn0004374	neb
FBgn0034802	CNBP
FBgn0032448	CG5781
FBgn0003980	Vm26Ab
FBgn0259785	pzg
FBgn0050044	s-cup
FBgn0053193	sav
FBgn0011760	ctp
FBgn0261799	dsx-c73A
FBgn0034054	CG8366
FBgn0031417	CG3597
FBgn0036495	CG33259
FBgn0011297	Alg3
FBgn0035359	CG1143
FBgn0010339	128up
FBgn0043841	vir-1
FBgn0036837	CG18135
FBgn0036589	CG13067
FBgn0039674	CG1907
FBgn0267253	CG32700
FBgn0014269	prod
FBgn0004387	Klp98A
FBgn0038179	CG9312
FBgn0032336	AstC
FBgn0259961	CG42471
FBgn0035020	CG13585
FBgn0084049	CR41440
FBgn0037358	elm
FBgn0262004	CG42822
FBgn0026239	gukh
FBgn0039507	mrt
FBgn0032643	GCS2beta
FBgn0037683	CG18473
FBgn0052199	CG32199
FBgn0033368	CG13743
FBgn0037686	RpL34b
FBgn0029603	CG14053
FBgn0010482	hlk
FBgn0030258	CG1552
FBgn0038055	trus
FBgn0029755	Sas10
FBgn0039555	mRpS22
FBgn0038986	sit
FBgn0035434	Drsl5
FBgn0010750	atms
FBgn0087005	rtp
FBgn0028694	Rpn11
FBgn0051493	CG31493
FBgn0032264	Lip4
FBgn0260770	CG42568
FBgn0023496	Lip1
FBgn0032987	RpL21
FBgn0033770	wuc
FBgn0034578	CG15653
FBgn0032751	CG17343
FBgn0037005	CG5078
FBgn0036761	MED19
FBgn0014366	noi
FBgn0001145	Gs2
FBgn0036733	U4-U6-60K
FBgn0052529	Hers
FBgn0031472	CG2983
FBgn0031062	CG14230
FBgn0037892	mRpL40
FBgn0035911	CG6638
FBgn0016120	ATPsynD
FBgn0036173	CG7394
FBgn0033787	CG13321
FBgn0052708	CG32708
FBgn0053493	CG33493
FBgn0260753	Pdfr
FBgn0043903	dome
FBgn0050185	AIMP3
FBgn0010424	TpnC73F
FBgn0039476	CG6271
FBgn0031772	CG13994
FBgn0027594	drpr
FBgn0061356	Hao
FBgn0038749	Xport-A
FBgn0260234	Xport-B
FBgn0033124	Tsp42Ec
FBgn0004636	Rap1
FBgn0011818	oaf
FBgn0267351	Topors
FBgn0029508	Tsp42Ea
FBgn0050154	CG30154
FBgn0036661	CG9705
FBgn0265670	CG44477
FBgn0250836	Acbp3
FBgn0036515	AIMP2
FBgn0010388	Dro
FBgn0033108	CG15236
FBgn0042206	GstD10
FBgn0002938	ninaC
FBgn0260026	CG42494
FBgn0008635	betaCOP
FBgn0029821	CG4020
FBgn0032153	CG4537
FBgn0250908	beat-VII
FBgn0025645	CG3598
FBgn0086358	Tab2
FBgn0031554	CG15418
FBgn0026083	tyf
FBgn0031041	Pstk
FBgn0036460	CG5114
FBgn0039043	CG17121
FBgn0035036	CG4707
FBgn0013718	nuf
FBgn0034824	Klp59C
FBgn0033907	mRpS16
FBgn0028992	sds22
FBgn0033725	Cpr49Ac
FBgn0259171	Pde9
FBgn0040305	MTF-1
FBgn0086710	RpL30
FBgn0004407	PolG2
FBgn0064115	GatC
FBgn0035499	Chd64
FBgn0260868	CG42578
FBgn0024187	syd
FBgn0288447	BaraA2
FBgn0085358	Diedel3
FBgn0039576	UQCR-14L
FBgn0016715	Reg-2
FBgn0265268	CG18234
FBgn0033085	CG15908
FBgn0003016	osp
FBgn0022027	Vps25
FBgn0036469	CG18649
FBgn0051116	ClC-a
FBgn0027070	Ugt36E1
FBgn0036550	CG17026
FBgn0034471	Obp56e
FBgn0004132	boca
FBgn0030391	Rab40
FBgn0037288	Jhbp3
FBgn0035709	eIF4E4
FBgn0038950	CG5382
FBgn0034634	CG10494
FBgn0030060	CG2004
FBgn0039019	HP1c
FBgn0028497	Mtmr6
FBgn0011586	e(r)
FBgn0264562	Hr4
FBgn0032472	CG9928
FBgn0264988	CG44139
FBgn0027945	ppl
FBgn0034406	Jheh3
FBgn0038731	Acsx1R
FBgn0030878	CG6769
FBgn0032949	Lamp1
FBgn0040985	CG6115
FBgn0036547	CG17032
FBgn0051624	CG31624
FBgn0035964	Dhpr
FBgn0030611	CG15027
FBgn0038768	CG4936
FBgn0027611	LManII
FBgn0014133	bif
FBgn0005616	msl-2
FBgn0023174	Prosbeta2
FBgn0036774	mRpS26
FBgn0267105	CG45545
FBgn0027080	TyrRS
FBgn0029932	CG4607
FBgn0034664	CG4377
FBgn0050392	CG30392
FBgn0086691	UK114
FBgn0031065	CG14234
FBgn0263830	CG40486
FBgn0031791	AANATL2
FBgn0031337	CG14346
FBgn0028374	Hug
FBgn0066303	CG33932
FBgn0066304	Rpp20
FBgn0031261	nAChRbeta3
FBgn0029174	Fkbp59
FBgn0287774	CG9143
FBgn0032694	MESR3
FBgn0030773	CG9676
FBgn0034537	DMAP1
FBgn0034860	CG9812
FBgn0037739	CG12948
FBgn0010226	GstS1
FBgn0001233	Hsp83
FBgn0035272	mRpL46
FBgn0035153	ebd1
FBgn0263236	SP1029
FBgn0000028	acj6
FBgn0016076	vri
FBgn0034626	bisc
FBgn0015799	Rbf
FBgn0037163	laza
FBgn0263985	CR43734
FBgn0264516	CG43915
FBgn0033875	CG6357
FBgn0038975	Nrx-1
FBgn0032916	CG9257
FBgn0035697	CG10163
FBgn0032373	Vha100-5
FBgn0030319	CG2533
FBgn0028948	CG15253
FBgn0085271	CG34242
FBgn0262515	VhaAC45
FBgn0267698	Pak
FBgn0034118	Nup62
FBgn0038590	CG12320
FBgn0030151	CG1354
FBgn0030873	CG15814
FBgn0263995	cpo
FBgn0053907	His4:CG33907
FBgn0037788	CAH7
FBgn0030245	CG1637
FBgn0001978	stc
FBgn0033520	Prx6b
FBgn0023526	CG2865
FBgn0051360	CG31360
FBgn0028572	qtc
FBgn0031296	gNacalpha
FBgn0030120	CG17440
FBgn0030854	CG8289
FBgn0038810	Srp72
FBgn0010380	AP-1-2beta
FBgn0035995	CG3529
FBgn0028424	JhI-26
FBgn0259196	CG42300
FBgn0027073	Ugt49B1
FBgn0035755	CG14830
FBgn0287204	Cog8
FBgn0034194	CG15611
FBgn0031008	CG8010
FBgn0039038	CG6688
FBgn0028978	trbl
FBgn0035308	CG15822
FBgn0034985	CG3328
FBgn0034744	Vps20
FBgn0086677	jeb
FBgn0037633	CG9839
FBgn0038901	Burs
FBgn0000359	Cp36
FBgn0016919	nompB
FBgn0036828	Prp6
FBgn0067782	att-ORFB
FBgn0028938	Vajk1
FBgn0010417	Taf6
FBgn0001089	Gal
FBgn0265356	tn
FBgn0027835	Dp1
FBgn0037375	kat-60L1
FBgn0262988	CG43296
FBgn0039640	superdeath
FBgn0040784	karr
FBgn0051648	Cox11
FBgn0026324	Taf10b
FBgn0026616	alpha-Man-IIb
FBgn0038578	MED17
FBgn0005672	spi
FBgn0039628	CG11841
FBgn0033623	CG13202
FBgn0004198	ct
FBgn0267336	Glut4EF
FBgn0036641	Smn
FBgn0033821	CG10799
FBgn0038632	CG14301
FBgn0032889	CG9331
FBgn0031813	Acox3
FBgn0259678	sqa
FBgn0031713	Coq6
FBgn0030073	CG10962
FBgn0028537	CG31775
FBgn0260954	CG42586
FBgn0038257	smp-30
FBgn0262473	Tl
FBgn0025608	Faf2
FBgn0034515	CG13428
FBgn0016650	Lgr1
FBgn0284251	l(2)05287
FBgn0035588	Dhrs4
FBgn0052649	Coq8
FBgn0038549	Nnk
FBgn0266377	Pde8
FBgn0031497	SerRS
FBgn0024993	CG2662
FBgn0036756	Cln3
FBgn0013272	Gp150
FBgn0010228	HmgZ
FBgn0034601	CG4286
FBgn0011455	ND-SGDH
FBgn0039163	CG5515
FBgn0086708	stv
FBgn0262160	CG9932
FBgn0002638	Rcc1
FBgn0040793	CG7630
FBgn0053105	p24-2
FBgn0050183	CG30183
FBgn0038730	Acsx1L
FBgn0027364	Six4
FBgn0050390	Sgf29
FBgn0034282	Mapmodulin
FBgn0035112	CG13877
FBgn0037313	CG1161
FBgn0011706	rpr
FBgn0030806	CG13001
FBgn0014011	Rac2
FBgn0260856	Membrin
FBgn0013726	pnut
FBgn0036913	Usp32
FBgn0034058	Pex11ab
FBgn0004510	Ets97D
FBgn0001565	Ddx56
FBgn0286930	CG46427
FBgn0000451	ect
FBgn0039732	CG15525
FBgn0038197	foxo
FBgn0260225	CR42499
FBgn0037555	Ada2b
FBgn0040812	CG8750
FBgn0014879	Set
FBgn0042132	CG18809
FBgn0016687	Nurf-38
FBgn0050401	dany
FBgn0032295	CG12299
FBgn0036063	CG6674
FBgn0034629	Acox57D-d
FBgn0022710	Ac13E
FBgn0038631	CG7695
FBgn0004649	yl
FBgn0062412	Ctr1B
FBgn0030087	CG7766
FBgn0030360	CG1806
FBgn0011573	Cdc37
FBgn0003557	Su(dx)
FBgn0039350	jigr1
FBgn0064766	CG7600
FBgn0028950	CG15255
FBgn0033826	CG4734
FBgn0266430	CG45060
FBgn0261615	CG42704
FBgn0263079	CG43338
FBgn0036932	Lamtor1
FBgn0037206	CG12768
FBgn0010808	Chchd3
FBgn0027339	jim
FBgn0028518	CG18480
FBgn0040507	ACXD
FBgn0031090	Rab35
FBgn0262572	CG43112
FBgn0086604	side-VIII
FBgn0032863	Cdc23
FBgn0028919	CG16865
FBgn0037387	CG1213
FBgn0032507	CG9377
FBgn0031545	CG3213
FBgn0035283	CG12024
FBgn0031493	Sf3b2
FBgn0021967	ND-PDSW
FBgn0031023	CG14200
FBgn0036437	CG5048
FBgn0040252	Ugt303A1
FBgn0003507	srp
FBgn0028836	CSN7
FBgn0086680	vvl
FBgn0031051	Ranbp21
FBgn0046225	CG17230
FBgn0022359	Sodh2
FBgn0029843	Nep1
FBgn0010741	Pfdn2
FBgn0063649	CG6006
FBgn0037669	Ibf2
FBgn0000543	ecd
FBgn0010531	Ccs
FBgn0000636	Fas3
FBgn0036518	RhoGAP71E
FBgn0266450	Kr-h1
FBgn0015286	Rala
FBgn0030418	CG4004
FBgn0027525	LTV1
FBgn0052666	Drak
FBgn0031094	CG9578
FBgn0003867	tsl
FBgn0015568	alpha-Est1
FBgn0002413	dco
FBgn0033056	CG7856
FBgn0004574	Rop
FBgn0263392	Tet
FBgn0032129	jp
FBgn0003515	st
FBgn0053098	CG33098
FBgn0031850	Tsp
FBgn0051354	Hsp70Bbb
FBgn0028968	gammaCOP
FBgn0034816	CG3085
FBgn0053100	eIF4EHP
FBgn0030631	Prp5
FBgn0000559	eEF2
FBgn0038300	Mau2
FBgn0041156	exex
FBgn0042712	HBS1
FBgn0039156	CG6178
FBgn0025702	Srpk79D
FBgn0000108	Appl
FBgn0035101	p130CAS
FBgn0014023	mRpL47
FBgn0030749	AnxB11
FBgn0031319	CG4896
FBgn0033679	CG8888
FBgn0010905	Spn
FBgn0038652	CG7720
FBgn0032258	Cog4
FBgn0044047	Ilp6
FBgn0030336	CG1578
FBgn0259685	crb
FBgn0019952	Orct
FBgn0051266	CG31266
FBgn0015296	Shc
FBgn0031673	CG31650
FBgn0011290	Taf12
FBgn0087008	e(y)3
FBgn0032192	CG5731
FBgn0013733	shot
FBgn0004133	blow
FBgn0033885	DJ-1alpha
FBgn0287592	CG46462
FBgn0037644	CG11964
FBgn0011648	Mad
FBgn0030479	Rbp1-like
FBgn0037901	Exd2
FBgn0035165	CG13887
FBgn0033631	Sod3
FBgn0051676	CG31676
FBgn0015331	abs
FBgn0035986	CG4022
FBgn0038717	CG17751
FBgn0027836	Dgp-1
FBgn0011834	Ser6
FBgn0035656	CG10479
FBgn0038190	CG9926
FBgn0053099	CG33099
FBgn0030881	CG12985
FBgn0267350	Pi4KIIIalpha
FBgn0003410	sina
FBgn0038038	Sccpdh2
FBgn0037282	CG14657
FBgn0030556	mRNA-cap
FBgn0000045	Act79B
FBgn0033872	CG6329
FBgn0026317	Tsc1
FBgn0039565	CG4884
FBgn0036919	Grasp65
FBgn0011754	PhKgamma
FBgn0032421	crok
FBgn0285879	disco-r
FBgn0266599	Hsc70-4
FBgn0034838	CG12782
FBgn0031719	CG18269
FBgn0003145	prd
FBgn0030306	Spase25
FBgn0004426	LysC
FBgn0025621	CG16989
FBgn0265182	CG44247
FBgn0010397	LamC
FBgn0038109	CG11656
FBgn0016031	lama
FBgn0260642	Antp
FBgn0030788	Sap30
FBgn0000721	for
FBgn0026181	Rok
FBgn0029975	spidey
FBgn0039689	CIA30
FBgn0027358	Tim9b
FBgn0086444	l(2)37Cb
FBgn0035235	CG7879
FBgn0000382	csw
FBgn0011603	ine
FBgn0035469	Lamtor4
FBgn0037796	CG12814
FBgn0046875	Obp83g
FBgn0036422	CG3868
FBgn0031288	CG13949
FBgn0032191	Snx17
FBgn0000459	disco
FBgn0038118	timeout
FBgn0015919	caup
FBgn0036311	CG17666
FBgn0032476	CG5439
FBgn0044323	Cka
FBgn0013753	Bgb
FBgn0034595	CG15657
FBgn0030834	CG8675
FBgn0030027	CG1632
FBgn0051866	Ada1-2
FBgn0040227	eIF3d1
FBgn0064225	RpL5
FBgn0034117	CG7997
FBgn0029948	CheA7a
FBgn0036230	CG11570
FBgn0037972	CG10005
FBgn0030968	CG7322
FBgn0034793	asrij
FBgn0036899	tey
FBgn0029667	Gas8
FBgn0000150	awd
FBgn0003174	pwn
FBgn0051974	CG31974
FBgn0036537	CG18081
FBgn0029912	CG4557
FBgn0038373	CG4546
FBgn0264703	CR43972
FBgn0011232	scat
FBgn0050486	CG30486
FBgn0029814	CG15765
FBgn0039378	alpha4GT2
FBgn0039461	CG5500
FBgn0261086	Syt14
FBgn0037370	CG1236
FBgn0023541	Cyp4d14
FBgn0262728	Pal2
FBgn0028474	CG4119
FBgn0259989	CG42486
FBgn0001091	Gapdh1
FBgn0038466	CG8907
FBgn0260867	CG42577
FBgn0262732	mbf1
FBgn0035401	Alg2
FBgn0037386	CG1208
FBgn0039151	CG13607
FBgn0038467	AdSL
FBgn0263251	vnc
FBgn0038451	CG14893
FBgn0030026	sni
FBgn0032149	CG4036
FBgn0264442	ab
FBgn0051902	Spn28Da
FBgn0013770	Cp1
FBgn0014455	Ahcy
FBgn0261610	CG42699
FBgn0028663	VhaM9.7-b
FBgn0023531	CG32809
FBgn0005683	pie
FBgn0034231	APC10
